Feature,mz,RT,Corr_ID,Compound_Name,Adduct,formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,overallFeatureQuality,featureId
1148,471.31660865063526,3.8067164,NA,NA,NA,1,C22H46O10,[M + H]+,C22H47O10+,Fatty acids,0.989,Glycerolipids,0.938,Monoacylglycerols,0.464,Organic oxygen compounds,1,Organooxygen compounds,1,Ethers,0.989,Dialkyl ethers,0.989,Polyethylene glycols,0.731,Organic compounds; Alcohols and polyols; Glycerolipids; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Glycerol ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,471.316,229,3.814,703056573414361700,703045680160632600,NA,1148
2375,471.3286915563076,7.006284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2080,471.34644359416046,6.19721,NA,glycyrrhetic acid,[M+H]+,2,C30H46O4,[M + H]+,C30H47O4+,Terpenoids,1,Triterpenoids,1,Oleanane triterpenoids,0.94,Lipids and lipid-like molecules,0.998,Prenol lipids,0.99,Triterpenoids,0.987,NA,NA,Triterpenoids,0.987,Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Triterpenoids; Secondary alcohols; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities,471.347,372,6.204,703061370544921e3,703045706857380900,NA,2080
424,472.238827634433,3.1099715,NA,NA,NA,2,C18H35N5O8,[M + Na]+,C18H35N5NaO8+,Carbohydrates,0.996,Aminosugars and aminoglycosides,0.911,Aminoglycosides,0.964,Organic oxygen compounds,1,Organooxygen compounds,0.997,Carbohydrates and carbohydrate conjugates,0.959,Aminosaccharides,0.951,"4,6-disubstituted 2-deoxystreptamines",0.667,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Monoalkylamines; Cyclic alcohols and derivatives; Monosaccharides; Acetals; Secondary alcohols; Aminocyclitol glycosides; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Amines; Primary amines; Alkanolamines; Cyclitols and derivatives; Aminocyclitols and derivatives; Cyclohexanols; Cyclohexylamines; Aminosaccharides; 4,6-disubstituted 2-deoxystreptamines; 2-deoxystreptamine aminoglycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",472.239,184,3.074,703053399055882600,703045663857371300,NA,424
587,472.2564926624044,3.3544853,NA,NA,NA,2,C22H35N5O5,[M + Na]+,C22H35N5NaO5+,Amino acids and Peptides,0.669,Oligopeptides,0.405,Cyclic peptides,0.201,Organoheterocyclic compounds,0.84,Diazines,0.444,Pyrimidines and pyrimidine derivatives,0.516,NA,NA,Pyrimidines and pyrimidine derivatives,0.516,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,472.256,201,3.342,703054351645278500,703045668609518200,NA,587
629,472.28733410245815,3.395582,3,NA,NA,4,C23H39N5O4,[M + Na]+,C23H39N5NaO4+,Alkaloids,0.231,Pseudoalkaloids (transamidation),0.142,Purine alkaloids,0.047,Organic nitrogen compounds,1,Organonitrogen compounds,1,Amines,0.982,Tertiary amines,0.741,Dialkylarylamines,0.708,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Amines; Tertiary amines; Tertiary alkylarylamines; Alkanolamines; Imidolactams; Dialkylarylamines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,472.287,203,3.383,703054636438534900,703045669603568300,NA,629
350,473.2953126095501,2.9636462,NA,NA,NA,1,C21H44O11,[M + H]+,C21H45O11+,Fatty acids,0.836,Fatty acyls,0.619,Fatty alcohols,0.498,Organic oxygen compounds,1,Organooxygen compounds,1,Ethers,0.995,Dialkyl ethers,0.994,Polyethylene glycols,0.994,Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,473.296,178,2.972,703052063442669700,703045660833277700,NA,350
2245,473.3445231485789,6.64513,0,NA,NA,1,C24H50O7,[M + Na]+,C24H50NaO7+,Fatty acids,0.97,Glycerolipids,0.896,Monoacylglycerols,0.233,Organic oxygen compounds,1,Organooxygen compounds,1,Ethers,0.997,Dialkyl ethers,0.997,Polyethylene glycols,0.792,Organic compounds; Alcohols and polyols; Ethers; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,473.345,399,6.657,703062133568551700,703045711978626800,NA,2245
993,474.5972368398664,3.7277017,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
986,474.941746058826,3.7268653,NA,NA,NA,1,C16H14Cl4O6S,[M + H]+,C16H15Cl4O6S+,Polyketides,0.61,Aromatic polyketides,0.108,Simple phenolic acids,0.034,Benzenoids,0.979,Benzene and substituted derivatives,0.956,Benzenesulfonic acids and derivatives,0.681,Benzenesulfonate esters,0.59,Benzenesulfonate esters,0.59,Organic compounds; Organosulfur compounds; Benzenesulfonic acids and derivatives; Halobenzenes; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organooxygen compounds; Aryl chlorides; Chlorobenzenes; Sulfonyls; Organochlorides; Arylsulfonic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Benzenesulfonate esters; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities,474.935,223,3.71,703056174741555800,703045677220425200,NA,986
996,474.94435563408746,3.728564,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,475.2749043890141,2.410731,NA,NA,NA,1,C20H42O12,[M + H]+,C20H43O12+,Fatty acids,0.974,Glycerolipids,0.7,Fatty alcohols,0.58,Organic oxygen compounds,1,Organooxygen compounds,0.999,Ethers,0.987,Dialkyl ethers,0.983,Polyethylene glycols,0.896,Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,475.274,144,2.405,703048196021684e3,703045651157017500,NA,96
1655,475.28677573583775,4.941829,NA,NA,NA,1,C20H38N6O7,[M + H]+,C20H39N6O7+,Carbohydrates,0.978,Aminosugars and aminoglycosides,0.754,Aminoglycosides,0.832,Organic oxygen compounds,0.999,Organooxygen compounds,0.991,Carbohydrates and carbohydrate conjugates,0.856,Aminosaccharides,0.649,2-deoxystreptamine aminoglycosides,0.62,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Monoalkylamines; Cyclic alcohols and derivatives; Monosaccharides; Acetals; Secondary alcohols; Aminocyclitol glycosides; Glycosyl compounds; O-glycosyl compounds; Amines; Primary amines; Cyclitols and derivatives; Aminocyclitols and derivatives; Cyclohexanols; Cyclohexylamines; Aminosaccharides; 2-deoxystreptamine aminoglycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,475.287,296,4.939,703058473262208300,703045693276222800,NA,1655
340,475.32497651719615,2.949557,NA,NA,NA,1,C25H46O8,[M + H]+,C25H47O8+,Polyketides,0.545,Linear polyketides,0.319,Open-chain polyketides,0.449,Lipids and lipid-like molecules,0.733,Fatty Acyls,0.556,NA,NA,NA,NA,Fatty Acyls,0.556,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,475.326,177,2.945,703051937374472800,703045660652922600,NA,340
485,476.27087162224177,3.2419212,NA,NA,NA,5,C21H44NO7P,[M + Na]+,C21H44NNaO7P+,Fatty acids,0.8,Glycerophospholipids,0.202,Glycerophosphoethanolamines,0.139,Lipids and lipid-like molecules,0.724,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,0.724,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,476.271,194,3.239,703053921548748800,703045666071963900,NA,485
1844,476.2960832602562,5.3544536,NA,NA,NA,2,C25H43NO6,[M + Na]+,C25H43NNaO6+,Alkaloids,0.642,Linear polyketides,0.583,Open-chain polyketides,0.579,Organic oxygen compounds,1,Organooxygen compounds,0.999,Ethers,0.929,Dialkyl ethers,0.922,Dialkyl ethers,0.922,Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Organooxygen compounds; Dialkyl ethers; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,476.296,320,5.327,703059903503142500,703045698934339600,NA,1844
195,476.3063704994953,2.687808,17,NA,NA,1,C20H42O11,[M + H3N + H]+,C20H46NO11+,Fatty acids,0.833,Fatty acyls,0.548,Fatty alcohols,0.454,Organic oxygen compounds,1,Organooxygen compounds,1,Ethers,0.993,Dialkyl ethers,0.993,Polyethylene glycols,0.995,Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,476.307,161,2.68,703049611175671400,703045655070303500,NA,195
2285,476.3937324076784,6.745061,NA,NA,NA,1,C26H53NO6,[M + H]+,C26H54NO6+,Fatty acids,1,Spingolipids,0.779,N-acyl amines,0.423,Lipids and lipid-like molecules,0.989,Fatty Acyls,0.986,Fatty amides,0.956,N-acyl amines,0.94,N-acyl amines,0.94,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,476.394,405,6.745,703062288493569400,703045713283055500,NA,2285
1050,476.6221812676916,3.7551947,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
816,477.2527745376322,3.5994234,NA,NA,NA,1,C20H36N4O9,[M + H]+,C20H37N4O9+,Carbohydrates,0.992,Aminosugars and aminoglycosides,0.869,Aminoglycosides,0.933,Organic oxygen compounds,1,Organooxygen compounds,0.999,Carbohydrates and carbohydrate conjugates,0.788,Aminosaccharides,0.934,"4,6-disubstituted 2-deoxystreptamines",0.743,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Monoalkylamines; Cyclic alcohols and derivatives; Monosaccharides; Acetals; Secondary alcohols; Aminocyclitol glycosides; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Amines; Primary amines; Alkanolamines; Cyclitols and derivatives; Aminocyclitols and derivatives; Cyclohexanols; Cyclohexylamines; Aminosaccharides; 4,6-disubstituted 2-deoxystreptamines; 2-deoxystreptamine aminoglycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",477.253,215,3.59,703055809899989100,703045674116639900,NA,816
1516,477.2855445387745,4.6421723,NA,NA,NA,1,C23H36N6O5,[M + H]+,C23H37N6O5+,Amino acids and Peptides,0.655,Nucleosides,0.476,Purine nucleosides,0.235,Benzenoids,0.7,Benzene and substituted derivatives,0.674,NA,NA,NA,NA,Benzene and substituted derivatives,0.674,"Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Organic oxides; 1,3,5-triazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",477.286,278,4.628,703057756354943400,703045689190970100,NA,1516
1400,477.3033080902168,4.205506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2568,477.378203037961,7.6238456,NA,NA,NA,1,C26H52O7,[M + H]+,C26H53O7+,Fatty acids,0.748,Linear polyketides,0.439,Open-chain polyketides,0.332,Lipids and lipid-like molecules,0.937,Fatty Acyls,0.929,Fatty acid esters,0.679,NA,NA,Fatty acid esters,0.679,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,477.378,458,7.626,703063342622889300,703045723190002800,NA,2568
2173,478.3492606691764,6.5067563,NA,NA,NA,1,C26H49NO5,[M + Na]+,C26H49NNaO5+,Fatty acids,0.978,Fatty amides,0.606,N-acyl amines,0.24,Organic acids and derivatives,0.996,Carboxylic acids and derivatives,0.987,"Amino acids, peptides, and analogues",0.59,Amino acids and derivatives,0.581,Alpha amino acids and derivatives,0.558,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",478.349,391,6.51,703061752281137300,703045709898251800,NA,2173
2741,478.4097783872522,8.200755,NA,NA,NA,2,C27H51N5O2,[M + H]+,C27H52N5O2+,Fatty acids,0.43,Guanidine alkaloids,0.624,Acyclic guanidine alkaloids,0.398,Lipids and lipid-like molecules,0.953,Fatty Acyls,0.951,Fatty amides,0.936,N-acyl amines,0.915,N-acyl amines,0.915,"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",478.41,492,8.204,703063939199741600,703045728801982300,NA,2741
779,479.26420303895,3.567112,NA,NA,NA,2,C27H34N4O4,[M + H]+,C27H35N4O4+,Amino acids and Peptides,0.655,Tryptophan alkaloids,0.257,Dipeptides,0.034,Organic acids and derivatives,0.989,Carboxylic acids and derivatives,0.971,"Amino acids, peptides, and analogues",0.869,Amino acids and derivatives,0.864,Amino acids and derivatives,0.864,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",479.265,214,3.567,703055536523637900,703045673286167700,NA,779
2162,479.319842208187,6.5021014,NA,NA,NA,1,C24H46O9,[M + H]+,C24H47O9+,Fatty acids,0.489,Glycerolipids,0.149,Fatty alcohols,0.07,Organic oxygen compounds,1,Organooxygen compounds,1,Ethers,0.996,Dialkyl ethers,0.996,Polyethylene glycols,0.944,Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,479.32,390,6.493,703061786603128400,703045709554318700,NA,2162
2506,479.33400436405054,7.331885,NA,NA,NA,1,C24H42N6O4,[M + H]+,C24H43N6O4+,Amino acids and Peptides,0.905,Small peptides,0.664,Tripeptides,0.485,Organic acids and derivatives,0.955,Carboxylic acids and derivatives,0.881,"Amino acids, peptides, and analogues",0.858,Peptides,0.565,Peptides,0.565,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Carboximidamides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",479.334,440,7.337,703063057875773e3,703045720778277800,NA,2506
2353,480.3653701875703,6.931307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,480.800871680059,3.3956559,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2077,481.21421758093607,6.1565356,NA,NA,NA,2,C25H34N2O4S,[M + Na]+,C25H34N2NaO4S+,Polyketides,0.559,Linear polyketides,0.586,Open-chain polyketides,0.574,Benzenoids,0.512,NA,NA,NA,NA,NA,NA,Benzenoids,0.512,Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,481.214,360,6.001,703061221928139900,703045706748329e3,NA,2077
56,481.2254432301321,2.2577994,NA,NA,NA,1,C19H38O12,[M + Na]+,C19H38NaO12+,Fatty acids,0.31,Fatty acyl glycosides,0.366,Fatty acyl glycosides of mono- and disaccharides,0.214,Organic oxygen compounds,1,Organooxygen compounds,1,Carbohydrates and carbohydrate conjugates,0.942,Glycosyl compounds,0.856,O-glycosyl compounds,0.905,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,481.225,135,2.253,703047512836611200,703045649466712800,NA,56
539,481.2287364833804,3.3059838,NA,NA,NA,4,C27H32N2O6,[M + H]+,C27H33N2O6+,Alkaloids,0.369,Tryptophan alkaloids,0.363,Carboline alkaloids,0.096,Lipids and lipid-like molecules,0.522,Fatty Acyls,0.521,Fatty acid esters,0.549,NA,NA,Fatty acid esters,0.549,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,481.229,198,3.303,703054298797045900,703045667615468e3,NA,539
432,481.25546403774666,3.1399055,NA,NA,NA,2,C22H38N2O8,[M + Na]+,C22H38N2NaO8+,Amino acids and Peptides,0.607,Linear polyketides,0.642,Open-chain polyketides,0.513,Organic acids and derivatives,0.996,Carboxylic acids and derivatives,0.985,"Amino acids, peptides, and analogues",0.599,Amino acids and derivatives,0.589,Amino acids and derivatives,0.589,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",481.255,187,3.124,703053636067618700,703045664239052900,NA,432
196,481.2618941033953,2.6880455,17,NA,NA,2,C23H36N4O7,[M + H]+,C23H37N4O7+,Amino acids and Peptides,0.664,Oligopeptides,0.6,Cyclic peptides,0.351,Organoheterocyclic compounds,0.817,Heteroaromatic compounds,0.576,NA,NA,NA,NA,Heteroaromatic compounds,0.576,Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hydroxamic acids; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,481.262,161,2.676,703049564136550800,703045655124829400,NA,196
1436,481.29918914160464,4.4498386,NA,NA,NA,1,C23H44O10,[M + H]+,C23H45O10+,Fatty acids,0.554,Glycerolipids,0.148,Fatty alcohols,0.081,Organic oxygen compounds,1,Organooxygen compounds,1,Ethers,0.994,Dialkyl ethers,0.995,Polyethylene glycols,0.869,Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,481.299,266,4.441,703057433494182700,703045686712136200,NA,1436
2624,481.35013231029126,7.75147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1002,481.9247699768983,3.7279665,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2212,482.29533926495554,6.5717096,NA,NA,NA,1,C23H39N5O6,[M + H]+,C23H40N5O6+,Amino acids and Peptides,0.955,Oligopeptides,0.822,Cyclic peptides,0.192,Organic acids and derivatives,0.995,Carboxylic acids and derivatives,0.98,"Amino acids, peptides, and analogues",0.913,Peptides,0.642,Peptides,0.642,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",482.295,395,6.58,70306197258277e4,703045711072657e3,NA,2212
2344,482.40481880360846,6.8950167,NA,NA,NA,2,C26H51N5O3,[M + H]+,C26H52N5O3+,Alkaloids,0.198,Guanidine alkaloids,0.201,Tripeptides,0.116,Organic acids and derivatives,0.905,Carboxylic acids and derivatives,0.859,"Amino acids, peptides, and analogues",0.701,Amino acids and derivatives,0.692,Alpha amino acids and derivatives,0.514,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Dialkyl ethers; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",482.405,415,6.91,703062499991364700,703045715342459100,NA,2344
1058,482.62787611273615,3.7538714,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,483.27840407421183,3.3956816,3,NA,NA,1,C22H42O11,[M + H]+,C22H43O11+,Fatty acids,0.273,Fatty acyls,0.091,Fatty alcohols,0.051,Organic oxygen compounds,1,Organooxygen compounds,1,Ethers,0.986,Dialkyl ethers,0.986,Polyethylene glycols,0.966,Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,483.278,203,3.381,703054415759412600,703045669301578400,NA,617
